url,clicks_6mo,impressions_6mo,avg_position,proposed_tier,topic,proposed_redirect_target
/staying-sober-during-the-holidays/,0.0,122.0,44.5,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/nyc-smoking-spikes/,0.0,95.0,24.4,D - Redirect to homepage (off-topic/no value),Nicotine/smoking (no direct page - route to hub),/what-we-treat/
/https-breathelifehealingcenters-com-pill-popping-dermatologist/,0.0,93.0,10.6,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/new-peer-pressure-hashtags-facebook-feeds/,0.0,69.0,11.9,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/how-to-be-the-sober-life-of-the-party/,0.0,68.0,12.6,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/https-breathelifehealingcenters-com-embarrassing-things-binge-eating-disorder/,0.0,64.0,14.6,D - Redirect to homepage (off-topic/no value),Eating Disorders,/what-we-treat/eating-disorders/
/september-is-recovery-monthwhat-does-that-mean-really/,0.0,55.0,7.5,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/addiction-treatment-west-hollywood/,0.0,55.0,47.6,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/the-new-world-what-christopher-columbus-can-teach-us-about-recovery/,0.0,49.0,15.9,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/thinking-back/,0.0,48.0,9.1,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/dude-wheres-my-car/,0.0,41.0,34.2,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/laugh-way-joyful-life/,0.0,40.0,26.3,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/lifesaver-youve-never-heard/,0.0,39.0,65.6,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/freedom-from-bondage/,0.0,38.0,34.7,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/still-debating-naloxone-life-saving-emergency-drug/,0.0,37.0,13.1,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/media-mania/,0.0,36.0,7.3,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/a-cut-above/,0.0,35.0,44.9,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/the-trajectory-of-addiction-to-recovery/,0.0,33.0,20.9,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/inpatient-mental-health-treatment/,0.0,32.0,24.2,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/affordable-care-act-provides-access-to-treatment/,0.0,32.0,51.8,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/substance-free-summer-activities/,0.0,28.0,15.8,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/self-care-health-care/,0.0,24.0,25.5,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/the-good-food-mood/,0.0,24.0,38.5,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/dealing-with-early-sobriety-triggers/,0.0,21.0,8.5,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/bullying-battle-cry-its-no-joke/,0.0,20.0,16.6,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/addiction-myths-vs-facts/,0.0,16.0,9.0,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/im-not-big-why-we-loathe-to-admit-it/,0.0,14.0,8.9,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/fitness-rx-fun-matters/,0.0,10.0,9.4,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/mental-health-awareness-month-b4stage4/,0.0,10.0,9.9,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/drug-dealer-co-pay/,0.0,10.0,13.2,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/moderate-drinking-really-safe-may-never-know/,0.0,10.0,40.0,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/off-the-court-the-life-of-lamar-odom/,0.0,9.0,6.7,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/sleep-hygiene-tips/,0.0,9.0,9.8,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/reckless-doctor-faces-justice/,0.0,8.0,5.4,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/nfl-suit-pain-meds/,0.0,6.0,6.3,D - Redirect to homepage (off-topic/no value),Opioids,/what-we-treat/opioids/
/reasons-rehab-2-prescription-medication-addiction/,0.0,6.0,14.5,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/addicted-food-journey-recovery/,0.0,5.0,24.4,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/holistic-approach-health-wellbeing/,0.0,5.0,50.4,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/guns-mental-illness-deadly-combination/,0.0,4.0,5.0,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/you-dont-have-to-do-it-alone/,0.0,4.0,5.2,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/drugs-in-the-digital-age/,0.0,4.0,6.8,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/aspartame-calorie-cost/,0.0,4.0,7.2,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/service-for-sobriety-three-tools-for-making-it-stick/,0.0,3.0,5.3,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/digital-edit/,0.0,3.0,5.7,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/cheers-health/,0.0,3.0,9.3,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/the-beauty-blueprint/,0.0,3.0,15.7,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/addiction-treatment-center-best-option-2/,0.0,2.0,4.0,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/world-intervention-day/,0.0,2.0,6.0,D - Redirect to homepage (off-topic/no value),Family/Intervention,/admissions/for-families/
/mental-health-help-available/,0.0,2.0,6.5,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/cape-bowl/,0.0,2.0,7.0,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/for-many-veterans-accidental-addiction-from-drugs-meant-to-heal/,0.0,2.0,11.5,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/summer-eat-wave/,0.0,2.0,13.5,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/benefits-group-therapy-addiction/,0.0,2.0,15.5,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/this-is-what-toxic-codependency-looks-like/,0.0,1.0,1.0,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/toxic-codependent-looks-like/,0.0,1.0,1.0,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/drinking-back-years/,0.0,1.0,4.0,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/the-rules-are-different/,0.0,1.0,5.0,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/https-breathelifehealingcenters-com-time-to-give-back-tis-the-season-to-think-of-others/,0.0,1.0,7.0,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/junior-high-marijuana-teens/,0.0,1.0,7.0,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/light-life/,0.0,1.0,7.0,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/history-removes-mystery/,0.0,1.0,9.0,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
/mental-health-treatment/,0.0,1.0,11.0,D - Redirect to homepage (off-topic/no value),Uncategorized/off-topic,/
